标题,标题链接,摘要,来源,时间
高校图书馆怎样提升吸引力,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2024%2F03%2F19%2FARTIfviFtt5T1HR9zxv8YWYw240319.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D7,"
		                        								                        							
		                        									                        							记者又查阅了中山大学图书馆2019年至2022年的图书外借总量，分别约为68万册、52万册、37万册。相关数据显示，昆明医科大学、西南科技大学等高校图书借阅量同样逐渐减少。		                        						",来源：新闻,发布时间：2024-03-19 08:37:21
肠道细菌可诱发遗传性致盲眼病,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2024%2F03%2F19%2FARTIvpDw8q5H4xZ63Ub6yS7P240319.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D7,"
		                        								                        							
		                        									                        							为探索该眼病的致病机制，10年前，中山大学中山眼科中心牵头开启了科研攻关。传统观点认为，人眼是无菌的。		                        						",来源：新闻,发布时间：2024-03-19 09:50:50
高难度动作轻松做？当心“多关节松弛症”！,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2024%2F03%2F31%2FARTIrWVuhgH6zojJAl3Rk2Uw240331.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D7,"
		                        								                        							
		                        									                        							本期名医解惑，广州日报全媒体记者请中山大学附属第一医院运动医学科主任何爱珊答疑。　　		                        						",来源：新闻,发布时间：2024-03-31 13:58:02
琴澳一体化再上新台阶,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fjingji.cctv.com%2F2024%2F04%2F08%2FARTIYzIkGEFfJbBHtYskm1Bz240408.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D7,"
		                        								                        							
		                        									                        							中山大学区域开放与合作研究院院长、中山大学港澳珠江三角洲研究中心教授毛艳华表示。		                        						",来源：经济,发布时间：2024-04-08 07:01:08
玉龙凤庆入选传统村落集中连片保护利用示范县,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Flocal.cctv.com%2F2024%2F04%2F15%2FARTIU7hhxWi0RqsvERogNE2R240415.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D7,"
		                        								                        							
		                        									                        							以鲁史镇塘房自然村为试点，成立由村民、工匠、中山大学师生为成员的村落保护共建合作社，推广宜居农房案例，大力推进传统建筑保护和利用。		                        						",来源：地方频道,发布时间：2024-04-15 17:30:29
知识帖！2024年强基计划报考流程一文了解,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2024%2F04%2F10%2FARTIa2Jud94171I52oYaIg5m240410.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D8,"
		                        								                        							
		                        									                        							大连理工大学、吉林大学、哈尔滨工业大学、复旦大学、同济大学、上海交通大学、华东师范大学、南京大学、东南大学、浙江大学、中国科学技术大学、厦门大学、山东大学、中国海洋大学、武汉大学、华中科技大学、中南大学、中山大学		                        						",来源：新闻,发布时间：2024-04-10 14:22:25
技术合同成交增长28.6%，推动更多科研成果“下书架上货架”,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2024%2F04%2F15%2FARTIhwRZcQS8v1ROAl2GaCoJ240415.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D8,"
		                        								                        							
		                        									                        							不妨看几个例子——　　中山大学研发的创新药物红珠胶囊落地广东化州，让遍野的橘红树焕发新活力，传统中药材成长为现代化产业；东华大学王华平团队研发的""高品质熔体直纺PBT聚酯纤维成套技术""，在无锡落地为万吨级产能的面料生产线		                        						",来源：新闻,发布时间：2024-04-15 20:09:55
推进产业智能化绿色化融合化,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2024%2F04%2F12%2FARTI0ZRePFRa8ZIifhAhfB9W240412.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D8,"
		                        								                        							
		                        									                        							（作者单位：中山大学）		                        						",来源：新闻,发布时间：2024-04-12 11:31:06
校园赏樱季：在开放参观与宁静校园之间 如何找到平衡？,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2024%2F04%2F01%2FARTIhAOi1fSyqXFVml8LX3SW240401.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D8,"
		                        								                        							
		                        									                        							同一时期，中山大学也因""限制校外人员入校""的规定受到批评，该校校友认为此举有违中山大学一向的开放精神。　　预约限流 权衡利弊后的措施　　专家分析，首先，大学校园向社会开放有利于大学的功能发挥。		                        						",来源：新闻,发布时间：2024-04-01 18:47:57
国内首个“远程教学卫星诊室”落地贵州，粤黔医疗协作再谱新篇,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fbusiness.cctv.com%2F2024%2F03%2F22%2FARTImRaBUce6k68sHqLBRk5U240322.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D8,"
		                        								                        							
		                        									                        							带着疑问，黔南州都匀市人民医院的骨科副主任医师黄泽松，拨通了远在 100 多公里外的中山大学附属第一医院贵州医院骨科专家。全国首个""远程教学卫星诊室""，在3月15日落地贵州省黔南州都匀市人民医院。		                        						",来源：产业+,发布时间：2024-03-22 18:08:24
文旅市场持续升温 演艺活动为文旅消费添彩,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2024%2F02%2F19%2FARTIsryCB40Ep70ObUtPHnGH240219.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D8,"
		                        								                        							
		                        									                        							中山大学旅游学院副院长张骁鸣说，演艺市场要紧扣需求，加速多元业态创新，着力打造主题性、特色类旅游演艺产品，以多样化、高品质供给满足消费新需求。		                        						",来源：新闻,发布时间：2024-02-19 06:28:49
日月谭天 | 公祭轩辕黄帝，体认身为炎黄子孙的骄傲与使命,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2024%2F04%2F06%2FARTIjJ1IcbfOFN4bV5CjrKSH240406.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D8,"
		                        								                        							
		                        									                        							台湾青年许闵善在中山大学交流时也表示，""希望有机会留在大陆，为祖国发展作贡献""。台湾青年许闵善分享交流　　祭黄帝陵的仪程之一，是祭拜者亲手种植桥山柏。		                        						",来源：新闻,发布时间：2024-04-06 16:46:11
为两岸关系指明正确方向——习近平总书记重要讲话激励两岸同胞同心共创光明前景,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2024%2F04%2F12%2FARTIaFmIGCwTg2VoWWqyj9DT240412.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D8,"
		                        								                        							
		                        									                        							广东中山大学台湾学生许闵善此次作为""主人""，参加了马英九一行到访学校的交流活动，与岛内青年分享经历、感受。已在大陆学习3年的他正计划考研深造，继续留下追求梦想。　　		                        						",来源：新闻,发布时间：2024-04-12 11:18:53
《两岸及港澳大学辩论赛——世界听我说》复赛第三场：山东大学队VS台湾中山大学队,https://search.cctv.com/link_p.php?targetpage=http%3A%2F%2Ftv.cctv.com%2F2016%2F12%2F26%2FARTILb6RTNQrF9D45Usvdwec161226.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D8,"
		                        								                        							
		                        									                        							囧 静静地看着你…… 来啊，互相伤害啊 山东大学队VS台湾中山大学队 内部淘汰赛激烈厮杀 在预赛阶段，山东大学队和台湾中山大学队都是以大比分的绝对优势战胜对手。		                        						",来源：CCTV-4中文国际频道,发布时间：2016-12-26 14:46:20
十四届全国人大二次会议第三场“代表通道”开启,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2024%2F03%2F11%2FARTIvGiCKvScY1nrelREdKi5240311.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D8,"
		                        								                        							
		                        									                        							谈及高等教育如何培养学生的创造力和促进学生的全面发展，作为中山大学校长的全国人大代表高松表示，面对未来，我们需要培养学生的学习力、思想力和行动力，从而形成创造力。		                        						",来源：新闻,发布时间：2024-03-11 20:21:50
中山大学粤港澳发展研究院副院长陈广汉：港珠澳大桥将推动香港和珠三角无缝对接,https://search.cctv.com/link_p.php?targetpage=http%3A%2F%2Fnews.cctv.com%2F2018%2F01%2F29%2FARTIi3IzFUNxBtuZcTy1wlDP180129.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D9,"
		                        								                        							
		                        									                        							中山大学粤港澳发展研究院副院长陈广汉认为，港珠澳大桥将打通珠江三角洲西岸和东岸，使得人流、物流更加便利地流动起来，这是实际的经济效益。		                        						",来源：新闻,发布时间：2018-01-29 14:58:45
陈平原的人间情怀,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2024%2F04%2F16%2FARTIDSFDX77hIdVLAFdlNiir240416.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D9,"
		                        								                        							
		                        									                        							一篇论文，奠定稳实的治学根基　　上个世纪八十年代初的某一天，广州中山大学一个讲堂里挤满了学生，著名的文学史家王瑶先生正在演讲。		                        						",来源：新闻,发布时间：2024-04-16 07:09:51
注入“蓝色动力”！这场论坛聚焦港珠澳海洋产业发展,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Focean.cctv.com%2F2024%2F03%2F06%2FARTImUD9YvHT5SHJYFw03nVa240306.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D9,"
		                        								                        							
		                        									                        							　　3月5日，由南方海洋科学与工程广东省实验室（珠海）（以下简称""南方海洋实验室""）和中山大学主办、中国-东盟海水养殖技术""一带一路""联合实验室、水产动物疫病防控与健康养殖全国重点实验室承办的第一届港珠澳海洋产业发展论坛暨中国		                        						",来源：海洋,发布时间：2024-03-06 17:45:22
